transaction_id,user_id,product_sku,amount,payment_method,country,transaction_hour,is_fraud
TXN_001128,USER_0068,SKU_00710,18.53,Bank Transfer,Australia,2,0
TXN_001129,USER_0343,SKU_00620,16.28,PayPal,USA,5,0
TXN_001130,USER_0021,SKU_00535,109.66,PayPal,UK,19,0
TXN_001131,USER_0319,SKU_00554,4.29,Credit Card,France,8,0
TXN_001132,USER_0085,SKU_00549,19.87,PayPal,France,0,0
TXN_001133,USER_0390,SKU_00328,222.05,Bank Transfer,USA,8,0
TXN_001134,USER_0024,SKU_00902,38.69,Bank Transfer,France,11,0
TXN_001135,USER_0111,SKU_00165,111.77,Cash,France,3,0
TXN_001136,USER_0437,SKU_00116,83.72,Bank Transfer,Australia,15,0
TXN_001137,USER_0351,SKU_00150,45.11,Cash,France,4,0
TXN_001138,USER_0083,SKU_00518,10.39,Bank Transfer,France,16,0
TXN_001139,USER_0358,SKU_00032,14.5,PayPal,France,16,0
TXN_001140,USER_0460,SKU_00657,14.26,Cash,Germany,5,0
TXN_001141,USER_0078,SKU_00806,88.42,Bank Transfer,France,14,0
TXN_001142,USER_0434,SKU_00913,106.65,PayPal,USA,0,0
TXN_001143,USER_0380,SKU_00293,45.34,PayPal,Australia,12,1
TXN_001144,USER_0140,SKU_00919,50.46,Cash,France,15,0
TXN_001145,USER_0440,SKU_00689,55.04,Credit Card,Canada,1,0
TXN_001146,USER_0376,SKU_00957,59.04,PayPal,Australia,18,0
TXN_001147,USER_0271,SKU_00177,25.48,PayPal,Australia,22,0
TXN_001148,USER_0339,SKU_00061,280.92,Credit Card,Canada,1,0
TXN_001149,USER_0476,SKU_00589,107.54,Cash,USA,20,0
TXN_001150,USER_0424,SKU_00416,58.74,Bank Transfer,Germany,11,0
TXN_001151,USER_0169,SKU_00383,32.5,Bank Transfer,USA,11,0
TXN_001152,USER_0197,SKU_00598,23.72,PayPal,Germany,7,0
TXN_001153,USER_0453,SKU_00703,81.28,Credit Card,UK,11,0
TXN_001154,USER_0262,SKU_00007,34.0,PayPal,Canada,23,0
TXN_001155,USER_0215,SKU_00918,62.41,Cash,Australia,10,0
TXN_001156,USER_0067,SKU_00085,8.17,PayPal,Australia,1,0
TXN_001157,USER_0229,SKU_00774,32.14,Bank Transfer,Australia,0,0
TXN_001158,USER_0161,SKU_00957,48.96,Credit Card,Canada,3,0
TXN_001159,USER_0427,SKU_00398,143.71,Cash,Canada,8,0
TXN_001160,USER_0122,SKU_00912,21.71,PayPal,Germany,6,0
TXN_001161,USER_0149,SKU_00771,12.36,Bank Transfer,Australia,21,0
TXN_001162,USER_0340,SKU_00393,85.18,PayPal,USA,9,0
TXN_001163,USER_0193,SKU_00047,51.21,Bank Transfer,Germany,19,0
TXN_001164,USER_0231,SKU_00341,9.76,Credit Card,Australia,13,0
TXN_001165,USER_0111,SKU_00498,10.26,Cash,Canada,0,0
TXN_001166,USER_0145,SKU_00606,57.18,PayPal,Canada,4,1
TXN_001167,USER_0221,SKU_00478,50.21,Cash,Canada,12,0
TXN_001168,USER_0392,SKU_00426,219.05,Credit Card,Australia,5,0
TXN_001169,USER_0064,SKU_00426,18.52,Bank Transfer,Canada,21,0
TXN_001170,USER_0126,SKU_00736,93.58,Credit Card,UK,16,0
TXN_001171,USER_0218,SKU_00791,7.68,Credit Card,Canada,14,0
TXN_001172,USER_0284,SKU_00515,78.33,Cash,Australia,6,0
TXN_001173,USER_0354,SKU_00129,246.31,Credit Card,Germany,7,0
TXN_001174,USER_0474,SKU_00835,62.91,PayPal,Canada,20,0
TXN_001175,USER_0397,SKU_00249,27.99,Bank Transfer,France,1,0
TXN_001176,USER_0236,SKU_00741,187.27,Credit Card,UK,17,0
TXN_001177,USER_0485,SKU_00839,77.39,PayPal,Australia,20,0
TXN_001178,USER_0013,SKU_00131,63.66,Bank Transfer,Canada,22,0
TXN_001179,USER_0422,SKU_00740,19.73,Cash,France,6,0
TXN_001180,USER_0153,SKU_00689,78.55,Bank Transfer,Australia,19,0
TXN_001181,USER_0239,SKU_00323,27.53,Cash,Germany,15,0
TXN_001182,USER_0190,SKU_00823,74.55,Bank Transfer,UK,18,0
TXN_001183,USER_0151,SKU_00900,57.31,Credit Card,Canada,8,0
TXN_001184,USER_0086,SKU_00543,161.44,Cash,Germany,11,0
TXN_001185,USER_0021,SKU_00066,30.69,Cash,Australia,13,0
TXN_001186,USER_0182,SKU_00718,47.02,Cash,France,6,0
TXN_001187,USER_0319,SKU_00101,121.31,Credit Card,Australia,1,0
TXN_001188,USER_0158,SKU_00832,43.12,Credit Card,Australia,16,0
TXN_001189,USER_0459,SKU_00031,53.44,Bank Transfer,UK,10,0
TXN_001190,USER_0452,SKU_00885,36.35,Bank Transfer,Canada,17,0
TXN_001191,USER_0481,SKU_00191,46.36,Credit Card,Germany,11,0
TXN_001192,USER_0367,SKU_00578,106.8,Credit Card,UK,2,0
TXN_001193,USER_0076,SKU_00415,342.38,Cash,France,20,0
TXN_001194,USER_0329,SKU_00815,10.19,Bank Transfer,Canada,13,0
TXN_001195,USER_0416,SKU_00747,15.41,Bank Transfer,UK,14,0
TXN_001196,USER_0203,SKU_00790,47.4,Cash,France,18,0
TXN_001197,USER_0229,SKU_00714,57.38,Cash,France,9,0
TXN_001198,USER_0152,SKU_00500,43.92,Cash,Germany,8,0
TXN_001199,USER_0263,SKU_00862,31.4,PayPal,Australia,9,0
TXN_001200,USER_0072,SKU_00737,15.92,PayPal,France,19,0
TXN_001201,USER_0225,SKU_00595,29.64,Credit Card,France,22,0
TXN_001202,USER_0473,SKU_00046,123.62,Bank Transfer,Australia,3,0
TXN_001203,USER_0385,SKU_00089,59.92,Cash,USA,18,0
TXN_001204,USER_0131,SKU_00698,107.29,Cash,France,9,0
TXN_001205,USER_0360,SKU_00375,16.39,Bank Transfer,Canada,16,0
TXN_001206,USER_0028,SKU_00701,231.4,PayPal,UK,11,0
TXN_001207,USER_0299,SKU_00246,31.13,Bank Transfer,Australia,0,0
TXN_001208,USER_0097,SKU_00558,87.81,Credit Card,Australia,10,0
TXN_001209,USER_0046,SKU_00257,48.18,PayPal,Australia,12,0
TXN_001210,USER_0001,SKU_00352,63.64,Bank Transfer,Canada,0,1
TXN_001211,USER_0166,SKU_00921,84.17,Bank Transfer,Australia,0,0
TXN_001212,USER_0245,SKU_00573,99.54,Credit Card,Canada,20,0
TXN_001213,USER_0219,SKU_00105,802.73,Bank Transfer,Germany,15,0
TXN_001214,USER_0102,SKU_00337,103.47,PayPal,USA,6,0
TXN_001215,USER_0291,SKU_00526,101.93,Cash,Australia,22,0
TXN_001216,USER_0458,SKU_00301,171.55,Cash,USA,9,0
TXN_001217,USER_0204,SKU_00077,92.93,Cash,Australia,15,0
TXN_001218,USER_0202,SKU_00511,52.52,PayPal,Canada,0,0
TXN_001219,USER_0054,SKU_00230,75.62,Bank Transfer,UK,21,0
TXN_001220,USER_0482,SKU_00679,128.36,Bank Transfer,USA,8,0
TXN_001221,USER_0280,SKU_00578,219.37,Bank Transfer,USA,5,0
TXN_001222,USER_0412,SKU_00032,12.05,Bank Transfer,Canada,14,0
TXN_001223,USER_0278,SKU_00608,8.25,Cash,USA,3,0
TXN_001224,USER_0493,SKU_00058,210.27,PayPal,Germany,14,0
TXN_001225,USER_0016,SKU_00104,24.59,Credit Card,Canada,9,0
TXN_001226,USER_0013,SKU_00312,10.4,PayPal,USA,15,0
TXN_001227,USER_0356,SKU_00646,9.47,Bank Transfer,USA,12,0
TXN_001228,USER_0356,SKU_00729,330.91,Bank Transfer,USA,18,0
TXN_001229,USER_0318,SKU_00067,131.32,PayPal,Canada,19,0
TXN_001230,USER_0427,SKU_00978,24.65,PayPal,UK,3,0
TXN_001231,USER_0087,SKU_00690,25.69,Cash,France,19,0
TXN_001232,USER_0078,SKU_00374,57.68,Bank Transfer,Australia,21,0
TXN_001233,USER_0416,SKU_00759,128.95,PayPal,USA,15,0
TXN_001234,USER_0067,SKU_00806,81.38,Bank Transfer,France,10,1
TXN_001235,USER_0347,SKU_00235,24.88,PayPal,France,14,0
TXN_001236,USER_0211,SKU_00643,169.87,Bank Transfer,USA,10,0
TXN_001237,USER_0214,SKU_00112,53.21,PayPal,USA,22,0
TXN_001238,USER_0185,SKU_00389,90.16,Bank Transfer,Australia,10,1
TXN_001239,USER_0449,SKU_00408,98.7,Credit Card,France,2,0
TXN_001240,USER_0453,SKU_00054,6.45,Cash,UK,23,0
TXN_001241,USER_0433,SKU_00802,87.72,Credit Card,France,23,0
TXN_001242,USER_0033,SKU_00239,82.34,Cash,UK,16,0
TXN_001243,USER_0115,SKU_00752,13.75,Cash,Germany,4,0
TXN_001244,USER_0275,SKU_00295,7.84,PayPal,UK,12,0
TXN_001245,USER_0420,SKU_00112,31.05,Credit Card,Australia,9,0
TXN_001246,USER_0499,SKU_00088,65.56,Cash,Canada,4,0
TXN_001247,USER_0198,SKU_00740,72.59,Bank Transfer,USA,11,0
TXN_001248,USER_0380,SKU_00476,300.08,PayPal,Germany,7,0
TXN_001249,USER_0143,SKU_00304,65.59,PayPal,France,23,0
TXN_001250,USER_0228,SKU_00305,13.48,Bank Transfer,UK,11,0
TXN_001251,USER_0120,SKU_00290,42.48,Bank Transfer,Germany,15,0
TXN_001252,USER_0353,SKU_00208,14.9,Cash,Canada,1,0
TXN_001253,USER_0024,SKU_00868,45.65,Bank Transfer,UK,2,0
TXN_001254,USER_0027,SKU_00903,223.39,PayPal,Australia,17,0
TXN_001255,USER_0433,SKU_00786,86.42,Bank Transfer,France,16,0
TXN_001256,USER_0075,SKU_00582,26.55,Credit Card,France,1,0
TXN_001257,USER_0241,SKU_00370,98.73,PayPal,UK,21,0
TXN_001258,USER_0023,SKU_00220,25.08,Bank Transfer,Canada,11,0
TXN_001259,USER_0161,SKU_00231,3.44,PayPal,USA,16,0
TXN_001260,USER_0041,SKU_00802,15.9,Cash,USA,5,0
TXN_001261,USER_0238,SKU_00819,86.35,Credit Card,France,16,0
TXN_001262,USER_0239,SKU_00873,118.2,Cash,Canada,1,0
TXN_001263,USER_0056,SKU_00349,304.19,Credit Card,France,7,0
TXN_001264,USER_0413,SKU_00255,76.8,Bank Transfer,USA,13,0
TXN_001265,USER_0415,SKU_00452,210.01,PayPal,France,5,0
TXN_001266,USER_0449,SKU_00142,102.52,Bank Transfer,UK,8,0
TXN_001267,USER_0098,SKU_00069,139.41,Cash,Australia,0,0
TXN_001268,USER_0146,SKU_00089,164.3,PayPal,UK,4,0
TXN_001269,USER_0466,SKU_00871,88.86,Bank Transfer,Australia,6,0
TXN_001270,USER_0262,SKU_00136,159.95,Bank Transfer,Canada,8,0
TXN_001271,USER_0436,SKU_00655,27.15,PayPal,USA,13,0
TXN_001272,USER_0040,SKU_00851,4.82,PayPal,Canada,8,0
TXN_001273,USER_0193,SKU_00699,104.66,Cash,Canada,3,0
TXN_001274,USER_0239,SKU_00523,79.42,Credit Card,USA,19,0
TXN_001275,USER_0042,SKU_00660,22.75,Credit Card,Germany,14,0
TXN_001276,USER_0222,SKU_00951,15.45,PayPal,Germany,3,0
TXN_001277,USER_0196,SKU_00804,62.22,Credit Card,France,2,0
TXN_001278,USER_0288,SKU_00850,111.82,Cash,Germany,23,0
TXN_001279,USER_0010,SKU_00910,91.83,Credit Card,UK,20,0
TXN_001280,USER_0235,SKU_00442,39.38,PayPal,Australia,22,1
TXN_001281,USER_0325,SKU_00038,24.65,Cash,Canada,21,0
TXN_001282,USER_0265,SKU_00857,106.64,PayPal,France,13,0
TXN_001283,USER_0069,SKU_00208,58.71,Cash,Canada,8,0
TXN_001284,USER_0445,SKU_00210,157.61,Cash,USA,18,0
TXN_001285,USER_0139,SKU_00513,39.52,PayPal,Germany,5,0
TXN_001286,USER_0355,SKU_00360,114.38,Bank Transfer,USA,2,0
TXN_001287,USER_0219,SKU_00577,52.48,PayPal,France,17,0
TXN_001288,USER_0196,SKU_00001,26.5,Cash,Australia,15,0
TXN_001289,USER_0074,SKU_00755,138.13,PayPal,UK,2,0
TXN_001290,USER_0103,SKU_00981,20.24,PayPal,Germany,1,0
TXN_001291,USER_0225,SKU_00381,117.6,Cash,USA,1,1
TXN_001292,USER_0123,SKU_00828,65.2,Credit Card,Australia,22,0
TXN_001293,USER_0102,SKU_00537,48.41,Cash,Germany,9,0
TXN_001294,USER_0264,SKU_00859,147.05,PayPal,Canada,14,0
TXN_001295,USER_0433,SKU_00394,96.8,Cash,UK,2,0
TXN_001296,USER_0408,SKU_00050,85.92,Cash,Australia,7,0
TXN_001297,USER_0487,SKU_00396,58.47,Credit Card,Germany,17,0
TXN_001298,USER_0161,SKU_00860,349.44,Bank Transfer,UK,10,0
TXN_001299,USER_0233,SKU_00753,236.2,PayPal,Australia,6,0
TXN_001300,USER_0491,SKU_00032,136.92,PayPal,Canada,18,0
TXN_001301,USER_0275,SKU_00545,116.18,Credit Card,Canada,6,0
TXN_001302,USER_0258,SKU_00712,29.9,Cash,USA,1,0
TXN_001303,USER_0311,SKU_00234,51.98,Bank Transfer,France,5,0
TXN_001304,USER_0139,SKU_00026,103.11,PayPal,USA,4,0
TXN_001305,USER_0227,SKU_00554,156.27,Bank Transfer,UK,13,0
TXN_001306,USER_0273,SKU_00434,133.23,Bank Transfer,USA,17,0
TXN_001307,USER_0426,SKU_00061,97.61,Cash,Australia,3,0
TXN_001308,USER_0317,SKU_00553,403.68,Cash,Germany,3,0
TXN_001309,USER_0387,SKU_00441,47.68,Cash,Australia,23,0
TXN_001310,USER_0086,SKU_00130,150.38,PayPal,USA,12,0
TXN_001311,USER_0291,SKU_00867,133.15,Bank Transfer,France,22,0
TXN_001312,USER_0469,SKU_00354,85.12,Bank Transfer,Australia,20,0
TXN_001313,USER_0217,SKU_00198,88.28,PayPal,Australia,0,0
TXN_001314,USER_0359,SKU_00799,86.52,Credit Card,Australia,19,0
TXN_001315,USER_0066,SKU_00663,26.89,Cash,France,4,0
TXN_001316,USER_0257,SKU_00716,81.52,PayPal,Australia,23,0
TXN_001317,USER_0135,SKU_00694,115.39,Cash,UK,2,0
TXN_001318,USER_0404,SKU_00371,75.33,Bank Transfer,Canada,20,0
TXN_001319,USER_0427,SKU_00924,8.65,PayPal,France,18,0
TXN_001320,USER_0375,SKU_00719,11.18,Credit Card,UK,12,0
TXN_001321,USER_0390,SKU_00147,24.09,Cash,France,6,0
TXN_001322,USER_0055,SKU_00716,97.64,Bank Transfer,France,9,1
TXN_001323,USER_0356,SKU_00498,25.42,Bank Transfer,Canada,2,0
TXN_001324,USER_0243,SKU_00048,104.16,Credit Card,Germany,22,0
TXN_001325,USER_0252,SKU_00770,179.83,Credit Card,UK,1,0
TXN_001326,USER_0021,SKU_00651,207.2,Cash,France,6,0
TXN_001327,USER_0307,SKU_00172,76.46,Bank Transfer,France,8,0
TXN_001328,USER_0430,SKU_00613,161.44,Credit Card,USA,20,0
TXN_001329,USER_0163,SKU_00699,31.11,PayPal,Australia,11,0
TXN_001330,USER_0356,SKU_00896,46.92,Credit Card,Germany,21,0
TXN_001331,USER_0264,SKU_00315,17.0,PayPal,Canada,9,0
TXN_001332,USER_0498,SKU_00376,182.53,Bank Transfer,UK,18,0
TXN_001333,USER_0068,SKU_00806,389.92,Cash,France,12,0
TXN_001334,USER_0107,SKU_00921,38.53,Bank Transfer,Australia,9,0
TXN_001335,USER_0400,SKU_00875,6.23,Bank Transfer,UK,4,0
TXN_001336,USER_0067,SKU_00533,21.0,Bank Transfer,Canada,14,0
TXN_001337,USER_0199,SKU_00810,28.5,Bank Transfer,Germany,20,0
TXN_001338,USER_0192,SKU_00420,14.49,Cash,USA,2,0
TXN_001339,USER_0002,SKU_00905,19.49,Credit Card,Germany,7,0
TXN_001340,USER_0257,SKU_00396,67.0,Cash,USA,5,0
TXN_001341,USER_0442,SKU_00522,105.61,Cash,UK,18,0
TXN_001342,USER_0001,SKU_00187,6.93,Cash,Germany,16,0
TXN_001343,USER_0358,SKU_00645,32.07,Cash,Germany,9,0
TXN_001344,USER_0115,SKU_00033,56.69,Credit Card,Germany,0,0
TXN_001345,USER_0391,SKU_00069,18.79,Bank Transfer,Canada,12,0
TXN_001346,USER_0088,SKU_00592,69.14,Credit Card,UK,9,0
TXN_001347,USER_0197,SKU_00191,48.53,Credit Card,USA,11,0
TXN_001348,USER_0469,SKU_00101,34.86,Bank Transfer,Germany,1,0
TXN_001349,USER_0092,SKU_00485,23.0,Credit Card,UK,9,0
TXN_001350,USER_0274,SKU_00285,71.77,Cash,Australia,20,0
TXN_001351,USER_0344,SKU_00914,50.88,Cash,Canada,22,1
TXN_001352,USER_0160,SKU_00733,9.65,Bank Transfer,Canada,0,0
TXN_001353,USER_0173,SKU_00390,55.82,Bank Transfer,Australia,0,0
TXN_001354,USER_0033,SKU_00565,15.82,Bank Transfer,UK,19,0
TXN_001355,USER_0458,SKU_00978,10.53,Cash,USA,14,0
TXN_001356,USER_0073,SKU_00160,62.15,Bank Transfer,UK,21,0
TXN_001357,USER_0433,SKU_00892,46.39,Credit Card,UK,0,0
TXN_001358,USER_0417,SKU_00554,45.92,Credit Card,France,20,1
TXN_001359,USER_0481,SKU_00047,68.64,PayPal,Canada,8,0
TXN_001360,USER_0455,SKU_00159,83.42,PayPal,USA,23,0
TXN_001361,USER_0196,SKU_00446,69.4,Bank Transfer,France,6,0
TXN_001362,USER_0284,SKU_00696,66.92,PayPal,Australia,15,0
TXN_001363,USER_0087,SKU_00758,10.96,Cash,UK,15,0
TXN_001364,USER_0309,SKU_00523,198.99,Cash,Australia,12,0
TXN_001365,USER_0224,SKU_00666,95.34,Credit Card,Canada,9,0
TXN_001366,USER_0044,SKU_00732,21.1,Credit Card,France,17,0
TXN_001367,USER_0336,SKU_00155,53.96,PayPal,France,8,0
TXN_001368,USER_0494,SKU_00339,65.25,PayPal,USA,11,0
TXN_001369,USER_0439,SKU_00953,52.49,Cash,UK,23,0
TXN_001370,USER_0138,SKU_00365,328.02,Credit Card,USA,12,0
TXN_001371,USER_0270,SKU_00795,7.8,PayPal,France,10,0
TXN_001372,USER_0359,SKU_00699,12.48,Cash,France,14,0
TXN_001373,USER_0036,SKU_00574,5.48,Credit Card,USA,9,0
TXN_001374,USER_0034,SKU_00148,118.28,Cash,France,9,1
TXN_001375,USER_0088,SKU_00899,94.07,Cash,Germany,8,0
TXN_001376,USER_0146,SKU_00144,78.38,Credit Card,Canada,2,0
TXN_001377,USER_0016,SKU_00103,40.89,Cash,UK,22,0
TXN_001378,USER_0233,SKU_00812,81.99,PayPal,Canada,15,0
TXN_001379,USER_0421,SKU_00093,40.59,Cash,UK,11,0
TXN_001380,USER_0041,SKU_00975,114.52,PayPal,France,16,0
TXN_001381,USER_0255,SKU_00286,165.22,Bank Transfer,USA,14,0
TXN_001382,USER_0281,SKU_00424,21.52,Bank Transfer,USA,2,0
TXN_001383,USER_0126,SKU_00119,40.95,Bank Transfer,France,4,0
TXN_001384,USER_0008,SKU_00961,48.15,Cash,UK,12,0
TXN_001385,USER_0472,SKU_00029,454.22,Bank Transfer,France,23,1
TXN_001386,USER_0468,SKU_00511,24.2,Bank Transfer,UK,5,0
TXN_001387,USER_0368,SKU_00030,163.64,Cash,France,8,0
TXN_001388,USER_0350,SKU_00872,12.6,Credit Card,France,18,0
TXN_001389,USER_0340,SKU_00366,189.34,Cash,France,6,0
TXN_001390,USER_0402,SKU_00800,127.98,PayPal,USA,12,0
TXN_001391,USER_0324,SKU_00138,46.73,Cash,UK,21,0
TXN_001392,USER_0176,SKU_00475,136.55,Credit Card,Australia,4,0
TXN_001393,USER_0228,SKU_00563,33.08,Bank Transfer,France,15,0
TXN_001394,USER_0454,SKU_00392,21.7,Cash,Canada,3,0
TXN_001395,USER_0323,SKU_00435,300.81,Bank Transfer,Canada,4,0
TXN_001396,USER_0402,SKU_00804,31.78,PayPal,USA,19,0
TXN_001397,USER_0367,SKU_00234,107.45,Credit Card,Germany,18,0
TXN_001398,USER_0488,SKU_00055,165.48,Bank Transfer,Australia,22,0
TXN_001399,USER_0018,SKU_00931,122.28,Bank Transfer,USA,5,0
TXN_001400,USER_0056,SKU_00292,99.41,Bank Transfer,Germany,3,0
TXN_001401,USER_0407,SKU_00752,107.79,Bank Transfer,USA,0,0
TXN_001402,USER_0035,SKU_00312,157.19,Cash,Canada,16,0
TXN_001403,USER_0390,SKU_00548,75.02,Credit Card,France,8,0
TXN_001404,USER_0118,SKU_00089,52.48,Credit Card,UK,15,0
TXN_001405,USER_0282,SKU_00212,13.89,Bank Transfer,France,22,0
TXN_001406,USER_0254,SKU_00957,75.05,Credit Card,Canada,1,0
TXN_001407,USER_0213,SKU_00318,305.36,Bank Transfer,UK,10,1
TXN_001408,USER_0061,SKU_00877,18.16,PayPal,Germany,4,0
TXN_001409,USER_0088,SKU_00757,43.42,PayPal,Germany,12,0
TXN_001410,USER_0271,SKU_00465,167.08,PayPal,Canada,19,1
TXN_001411,USER_0347,SKU_00087,495.48,Credit Card,UK,16,1
TXN_001412,USER_0032,SKU_00409,17.14,Bank Transfer,France,14,0
TXN_001413,USER_0396,SKU_00240,120.72,Cash,Canada,21,0
TXN_001414,USER_0133,SKU_00832,38.18,Cash,Germany,11,0
TXN_001415,USER_0064,SKU_00700,27.84,PayPal,Canada,5,0
TXN_001416,USER_0199,SKU_00057,21.8,PayPal,France,19,0
TXN_001417,USER_0256,SKU_00113,28.35,Credit Card,USA,12,0
TXN_001418,USER_0342,SKU_00735,89.94,Cash,Australia,17,0
TXN_001419,USER_0155,SKU_00070,43.48,Credit Card,Australia,23,0
TXN_001420,USER_0463,SKU_00739,223.04,PayPal,Australia,14,1
TXN_001421,USER_0231,SKU_00768,17.78,Bank Transfer,USA,14,0
TXN_001422,USER_0301,SKU_00692,109.62,Bank Transfer,France,7,0
TXN_001423,USER_0035,SKU_00184,168.5,Bank Transfer,UK,18,1
TXN_001424,USER_0026,SKU_00703,12.09,PayPal,Canada,22,0
TXN_001425,USER_0023,SKU_00964,246.22,Credit Card,France,13,0
TXN_001426,USER_0141,SKU_00744,76.7,Bank Transfer,USA,6,0
TXN_001427,USER_0474,SKU_00276,117.38,Cash,Germany,13,0
TXN_001428,USER_0387,SKU_00233,173.49,Cash,Australia,4,0
TXN_001429,USER_0285,SKU_00054,143.79,PayPal,Australia,14,0
TXN_001430,USER_0450,SKU_00257,48.13,Cash,France,20,0
TXN_001431,USER_0320,SKU_00090,112.75,Cash,Australia,14,0
TXN_001432,USER_0156,SKU_00738,8.93,PayPal,Australia,23,0
TXN_001433,USER_0471,SKU_00759,80.94,Credit Card,France,3,0
TXN_001434,USER_0420,SKU_00906,308.74,Bank Transfer,France,0,0
TXN_001435,USER_0113,SKU_00663,27.24,PayPal,USA,16,0
TXN_001436,USER_0390,SKU_00435,136.38,Cash,USA,19,0
TXN_001437,USER_0139,SKU_00625,321.5,Bank Transfer,Australia,0,0
TXN_001438,USER_0422,SKU_00408,108.77,Bank Transfer,France,15,0
TXN_001439,USER_0374,SKU_00269,152.23,Bank Transfer,France,12,0
TXN_001440,USER_0418,SKU_00669,11.36,PayPal,Australia,17,0
TXN_001441,USER_0209,SKU_00954,21.44,Bank Transfer,UK,9,0
TXN_001442,USER_0323,SKU_00366,228.09,Credit Card,Germany,22,0
TXN_001443,USER_0364,SKU_00859,142.64,Cash,Canada,17,0
TXN_001444,USER_0430,SKU_00351,89.66,PayPal,Canada,16,0
TXN_001445,USER_0482,SKU_00299,41.9,PayPal,Australia,8,0
TXN_001446,USER_0086,SKU_00906,72.58,Bank Transfer,Canada,13,0
TXN_001447,USER_0285,SKU_00159,310.49,Cash,USA,20,0
TXN_001448,USER_0060,SKU_00487,49.31,Bank Transfer,USA,12,0
TXN_001449,USER_0054,SKU_00842,109.86,Bank Transfer,UK,19,0
TXN_001450,USER_0093,SKU_00984,107.02,PayPal,Australia,19,0
TXN_001451,USER_0325,SKU_00737,56.1,Credit Card,USA,13,1
TXN_001452,USER_0458,SKU_00526,30.31,Cash,Australia,10,0
TXN_001453,USER_0458,SKU_00355,251.39,Cash,Australia,12,0
TXN_001454,USER_0373,SKU_00621,96.56,Cash,France,16,0
TXN_001455,USER_0265,SKU_00930,27.65,Cash,Germany,2,0
TXN_001456,USER_0382,SKU_00401,39.99,Credit Card,Germany,0,0
TXN_001457,USER_0213,SKU_00405,20.38,PayPal,Australia,20,0
TXN_001458,USER_0333,SKU_00096,158.62,Credit Card,Germany,4,0
TXN_001459,USER_0010,SKU_00707,42.45,Bank Transfer,Germany,12,0
TXN_001460,USER_0358,SKU_00570,43.02,PayPal,Canada,23,0
TXN_001461,USER_0203,SKU_00975,126.59,Credit Card,Canada,4,0
TXN_001462,USER_0196,SKU_00392,10.18,Cash,France,4,0
TXN_001463,USER_0058,SKU_00352,52.62,Cash,UK,22,0
TXN_001464,USER_0494,SKU_00806,54.01,PayPal,USA,11,0
TXN_001465,USER_0256,SKU_00666,82.06,Credit Card,USA,1,1
TXN_001466,USER_0223,SKU_00576,31.51,PayPal,Canada,22,0
TXN_001467,USER_0369,SKU_00670,26.84,Cash,Australia,15,0
TXN_001468,USER_0180,SKU_00777,72.42,Credit Card,Germany,16,0
TXN_001469,USER_0418,SKU_00633,19.88,Cash,France,4,0
TXN_001470,USER_0362,SKU_00288,64.15,PayPal,UK,11,0
TXN_001471,USER_0035,SKU_00523,31.41,PayPal,Canada,14,0
TXN_001472,USER_0359,SKU_00726,33.57,PayPal,Australia,5,0
TXN_001473,USER_0103,SKU_00162,66.49,PayPal,France,12,0
TXN_001474,USER_0161,SKU_00617,33.2,PayPal,Australia,10,0
TXN_001475,USER_0200,SKU_00914,193.84,Bank Transfer,France,16,0
TXN_001476,USER_0160,SKU_00659,47.46,PayPal,Canada,8,0
TXN_001477,USER_0183,SKU_00182,155.5,PayPal,France,15,0
TXN_001478,USER_0353,SKU_00850,25.48,Cash,Germany,16,0
TXN_001479,USER_0136,SKU_00549,24.93,PayPal,France,19,0
TXN_001480,USER_0430,SKU_00082,10.35,Credit Card,UK,23,0
TXN_001481,USER_0398,SKU_00524,33.38,PayPal,France,17,0
TXN_001482,USER_0226,SKU_00004,43.27,Bank Transfer,USA,12,0
TXN_001483,USER_0392,SKU_00495,58.97,PayPal,France,10,0
TXN_001484,USER_0243,SKU_00555,109.66,Cash,Australia,12,0
TXN_001485,USER_0106,SKU_00923,101.98,Credit Card,Canada,23,0
TXN_001486,USER_0071,SKU_00051,169.97,Credit Card,USA,12,0
TXN_001487,USER_0077,SKU_00261,22.48,PayPal,Canada,11,0
TXN_001488,USER_0054,SKU_00134,56.31,PayPal,Australia,13,0
TXN_001489,USER_0277,SKU_00973,20.08,PayPal,UK,12,0
TXN_001490,USER_0111,SKU_00599,82.62,PayPal,Germany,8,0
TXN_001491,USER_0224,SKU_00362,331.71,Cash,UK,13,0
TXN_001492,USER_0075,SKU_00568,16.5,Cash,USA,0,0
TXN_001493,USER_0014,SKU_00217,108.59,Credit Card,Australia,8,0
TXN_001494,USER_0459,SKU_00878,311.62,PayPal,Australia,3,1
TXN_001495,USER_0258,SKU_00068,22.36,Cash,Germany,11,0
TXN_001496,USER_0482,SKU_00864,84.46,Cash,France,23,0
TXN_001497,USER_0189,SKU_00556,38.09,Credit Card,USA,13,0
TXN_001498,USER_0364,SKU_00143,48.37,Credit Card,Germany,8,0
TXN_001499,USER_0239,SKU_00346,36.85,Bank Transfer,Canada,2,0
TXN_001500,USER_0401,SKU_00554,43.6,Cash,Germany,5,0
TXN_001501,USER_0334,SKU_00651,173.39,Credit Card,Canada,2,0
TXN_001502,USER_0473,SKU_00585,50.44,Cash,Canada,0,0
TXN_001503,USER_0304,SKU_00779,29.91,Cash,Australia,21,0
TXN_001504,USER_0091,SKU_00194,58.5,PayPal,Germany,20,0
